cod_scuola,anno_corso,scuola,regione,nazionale
IMMM80901L,1,0.0,0.0,0.2
IMMM80901L,2,0.0,0.1,0.1
IMMM80901L,3,1.0,0.1,0.2
IMMM81001R,1,0.0,0.0,0.2
IMMM81001R,2,0.0,0.1,0.1
IMMM81001R,3,0.0,0.1,0.2
IMPC040002,1,0.0,0.0,0.3
IMPC040002,2,0.0,0.0,0.1
IMPC040002,3,0.0,0.1,0.2
IMPC040002,4,0.0,0.0,0.1
IMPC040002,5,0.0,0.0,0.1
IMPM01000A,1,0.0,0.0,0.3
IMPM01000A,2,0.0,0.0,0.1
IMPM01000A,3,0.0,0.1,0.2
IMPM01000A,4,0.0,0.0,0.1
IMPM01000A,5,0.0,0.0,0.1
IMPM01002C,1,0.0,0.0,0.3
IMPM01002C,2,0.0,0.0,0.1
IMPM01002C,3,0.0,0.1,0.2
IMPM01002C,4,0.0,0.0,0.1
IMPM01002C,5,0.0,0.0,0.1
IMPS00101G,1,0.0,0.0,0.3
IMPS00101G,2,,0.0,0.1
IMPS00101G,3,,0.1,0.2
IMPS00101G,4,,0.0,0.1
IMPS00101G,5,,0.0,0.1
IMPS00701E,1,0.0,0.0,0.3
IMPS00701E,2,,0.0,0.1
IMPS00701E,3,,0.1,0.2
IMPS00701E,4,,0.0,0.1
IMPS00701E,5,,0.0,0.1
IMPS010009,1,0.0,0.0,0.3
IMPS010009,2,0.0,0.0,0.1
IMPS010009,3,0.0,0.1,0.2
IMPS010009,4,0.0,0.0,0.1
IMPS010009,5,0.0,0.0,0.1
IMPS03000E,1,0.0,0.0,0.3
IMPS03000E,2,0.0,0.0,0.1
IMPS03000E,3,0.0,0.1,0.2
IMPS03000E,4,0.0,0.0,0.1
IMPS03000E,5,0.0,0.0,0.1
IMRA00401L,1,0.0,4.0,3.1
IMRA00401L,2,0.0,0.9,1.8
IMRA00401L,3,0.0,0.8,1.4
IMRA00401L,4,0.0,3.5,2.4
IMRA00401L,5,0.0,0.9,0.7
IMRC001014,1,0.0,4.0,3.1
IMRC001014,2,0.0,0.9,1.8
IMRC001014,3,0.0,0.8,1.4
IMRC001014,4,0.0,3.5,2.4
IMRC001014,5,0.0,0.9,0.7
IMRC00201X,1,0.0,4.0,3.1
IMRC00201X,2,0.0,0.9,1.8
IMRC00201X,3,0.0,0.8,1.4
IMRC00201X,4,0.0,3.5,2.4
IMRC00201X,5,0.0,0.9,0.7
IMRH00401R,1,0.0,4.0,3.1
IMRH00401R,2,0.0,0.9,1.8
IMRH00401R,3,0.0,0.8,1.4
IMRH00401R,4,0.0,3.5,2.4
IMRH00401R,5,0.0,0.9,0.7
IMRI01000E,1,9.4,4.0,3.1
IMRI01000E,2,0.0,0.9,1.8
IMRI01000E,3,0.0,0.8,1.4
IMRI01000E,4,9.0,3.5,2.4
IMRI01000E,5,4.9,0.9,0.7
IMRI01001G,1,8.9,4.0,3.1
IMRI01001G,2,3.8,0.9,1.8
IMRI01001G,3,0.0,0.8,1.4
IMRI01001G,4,0.0,3.5,2.4
IMRI01001G,5,0.0,0.9,0.7
IMRI010533,5,,,
IMSD01000Q,1,0.0,0.0,0.9
IMSD01000Q,2,1.4,0.2,0.5
IMSD01000Q,3,0.0,0.0,0.5
IMSD01000Q,4,0.0,0.0,0.5
IMSD01000Q,5,0.0,0.0,0.2
IMTA006014,1,0.0,0.3,1.1
IMTA006014,2,,0.3,0.6
IMTA006014,3,,0.3,0.7
IMTA006014,4,,0.4,0.5
IMTA006014,5,,0.2,0.2
IMTD00101B,1,0.0,0.3,1.1
IMTD00101B,2,0.0,0.3,0.6
IMTD00101B,3,0.0,0.3,0.7
IMTD00101B,4,0.0,0.4,0.5
IMTD00101B,5,0.0,0.2,0.2
IMTD00103D,1,0.0,0.3,1.1
IMTD00103D,2,0.0,0.3,0.6
IMTD00103D,3,0.0,0.3,0.7
IMTD00103D,4,0.0,0.4,0.5
IMTD00103D,5,0.0,0.2,0.2
IMTD00601E,1,0.0,0.3,1.1
IMTD00601E,2,0.0,0.3,0.6
IMTD00601E,3,0.0,0.3,0.7
IMTD00601E,4,0.0,0.4,0.5
IMTD00601E,5,0.0,0.2,0.2
IMTD00602G,1,0.0,0.3,1.1
IMTD00602G,2,0.0,0.3,0.6
IMTD00602G,3,0.0,0.3,0.7
IMTD00602G,4,0.0,0.4,0.5
IMTD00602G,5,0.0,0.2,0.2
IMTD00651X,5,,,
IMTD00701A,1,0.0,0.3,1.1
IMTD00701A,2,0.0,0.3,0.6
IMTD00701A,3,0.0,0.3,0.7
IMTD00701A,4,0.0,0.4,0.5
IMTD00701A,5,0.0,0.2,0.2
IMTD00702B,1,0.0,0.3,1.1
IMTD00702B,2,0.0,0.3,0.6
IMTD00702B,3,0.0,0.3,0.7
IMTD00702B,4,0.0,0.4,0.5
IMTD00702B,5,0.0,0.2,0.2
IMTF00201D,1,0.0,0.3,1.1
IMTF00201D,2,0.0,0.3,0.6
IMTF00201D,3,0.0,0.3,0.7
IMTF00201D,4,0.0,0.4,0.5
IMTF00201D,5,0.0,0.2,0.2
IMTN002015,1,0.0,0.3,1.1
IMTN002015,2,,0.3,0.6
IMTN002015,3,,0.3,0.7
IMTN002015,4,,0.4,0.5
IMTN002015,5,,0.2,0.2
ISMM001007,1,0.0,0.1,0.2
ISMM001007,2,0.0,0.2,0.1
ISMM001007,3,0.0,0.2,0.2
ISMM80901T,1,0.0,0.1,0.2
ISMM80901T,2,0.0,0.2,0.1
ISMM80901T,3,0.0,0.2,0.2
ISMM81101T,1,0.0,0.1,0.2
ISMM81101T,2,0.0,0.2,0.1
ISMM81101T,3,0.0,0.2,0.2
ISMM81201N,1,0.0,0.1,0.2
ISMM81201N,2,0.0,0.2,0.1
ISMM81201N,3,0.0,0.2,0.2
ISMM81202P,1,0.0,0.1,0.2
ISMM81202P,2,0.0,0.2,0.1
ISMM81202P,3,,0.2,0.2
ISMM81204R,1,0.0,0.1,0.2
ISMM81204R,2,16.7,0.2,0.1
ISMM81204R,3,0.0,0.2,0.2
ISMM81205T,1,0.0,0.1,0.2
ISMM81205T,2,0.0,0.2,0.1
ISMM81205T,3,0.0,0.2,0.2
ISMM81301D,1,0.0,0.1,0.2
ISMM81301D,2,0.0,0.2,0.1
ISMM81301D,3,0.0,0.2,0.2
ISMM81303G,1,,0.1,0.2
ISMM81303G,2,0.0,0.2,0.1
ISMM81303G,3,0.0,0.2,0.2
ISMM814019,1,0.0,0.1,0.2
ISMM814019,2,0.0,0.2,0.1
ISMM814019,3,0.0,0.2,0.2
ISMM81402A,1,0.0,0.1,0.2
ISMM81402A,2,,0.2,0.1
ISMM81402A,3,0.0,0.2,0.2
ISMM815015,1,0.0,0.1,0.2
ISMM815015,2,0.0,0.2,0.1
ISMM815015,3,0.0,0.2,0.2
ISMM815026,1,0.0,0.1,0.2
ISMM815026,2,0.0,0.2,0.1
ISMM815026,3,0.0,0.2,0.2
ISMM815037,1,,0.1,0.2
ISMM815037,2,0.0,0.2,0.1
ISMM815037,3,0.0,0.2,0.2
ISMM822018,1,0.0,0.1,0.2
ISMM822018,2,0.0,0.2,0.1
ISMM822018,3,0.9,0.2,0.2
ISMM822029,1,0.0,0.1,0.2
ISMM822029,2,0.0,0.2,0.1
ISMM822029,3,,0.2,0.2
ISMM82401X,1,0.0,0.1,0.2
ISMM82401X,2,0.0,0.2,0.1
ISMM82401X,3,0.0,0.2,0.2
ISMM824021,1,0.0,0.1,0.2
ISMM824021,2,0.0,0.2,0.1
ISMM824021,3,0.0,0.2,0.2
ISMM82501Q,1,0.0,0.1,0.2
ISMM82501Q,2,0.0,0.2,0.1
ISMM82501Q,3,0.0,0.2,0.2
ISMM82601G,1,0.0,0.1,0.2
ISMM82601G,2,0.0,0.2,0.1
ISMM82601G,3,0.0,0.2,0.2
ISMM82602L,1,0.0,0.1,0.2
ISMM82602L,2,0.0,0.2,0.1
ISMM82602L,3,0.0,0.2,0.2
ISMM82701B,1,0.0,0.1,0.2
ISMM82701B,2,0.0,0.2,0.1
ISMM82701B,3,0.0,0.2,0.2
ISMM828017,1,0.0,0.1,0.2
ISMM828017,2,0.0,0.2,0.1
ISMM828017,3,0.0,0.2,0.2
ISMM829013,1,0.0,0.1,0.2
ISMM829013,2,0.0,0.2,0.1
ISMM829013,3,0.0,0.2,0.2
ISMM830028,1,0.0,0.1,0.2
ISMM830028,2,0.0,0.2,0.1
ISMM830028,3,0.0,0.2,0.2
ISPC003019,1,0.0,0.5,0.3
ISPC003019,2,0.0,0.2,0.1
ISPC003019,3,0.0,0.0,0.2
ISPC003019,4,0.0,0.0,0.1
ISPC003019,5,0.0,0.1,0.1
ISPC00801C,1,0.0,0.5,0.3
ISPC00801C,2,0.0,0.2,0.1
ISPC00801C,3,0.0,0.0,0.2
ISPC00801C,4,0.0,0.0,0.1
ISPC00801C,5,0.0,0.1,0.1
ISPC08000N,1,50.0,0.5,0.3
ISPC08000N,2,22.2,0.2,0.1
ISPC08000N,3,0.0,0.0,0.2
ISPC08000N,4,0.0,0.0,0.1
ISPC08000N,5,0.0,0.1,0.1
ISPM01000G,1,1.0,0.5,0.3
ISPM01000G,2,0.0,0.2,0.1
ISPM01000G,3,0.0,0.0,0.2
ISPM01000G,4,0.0,0.0,0.1
ISPM01000G,5,0.0,0.1,0.1
ISPS00101R,1,0.0,0.5,0.3
ISPS00101R,2,2.6,0.2,0.1
ISPS00101R,3,0.0,0.0,0.2
ISPS00101R,4,0.0,0.0,0.1
ISPS00101R,5,0.0,0.1,0.1
ISPS020005,1,0.0,0.5,0.3
ISPS020005,2,0.0,0.2,0.1
ISPS020005,3,0.0,0.0,0.2
ISPS020005,4,0.0,0.0,0.1
ISPS020005,5,0.0,0.1,0.1
ISRH00101E,1,0.0,2.1,3.1
ISRH00101E,2,0.0,2.6,1.8
ISRH00101E,3,0.0,0.6,1.4
ISRH00101E,4,0.0,1.9,2.4
ISRH00101E,5,0.0,0.5,0.7
ISRI001012,1,,2.1,3.1
ISRI001012,2,,2.6,1.8
ISRI001012,3,,0.6,1.4
ISRI001012,4,,1.9,2.4
ISRI001012,5,0.0,0.5,0.7
ISSD04000R,1,0.0,0.0,0.9
ISSD04000R,2,0.0,0.0,0.5
ISSD04000R,3,0.0,0.7,0.5
ISSD04000R,4,0.0,0.6,0.5
ISSD04000R,5,0.0,0.0,0.2
ISTD003018,1,0.0,0.9,1.1
ISTD003018,2,0.0,0.0,0.6
ISTD003018,3,0.0,0.6,0.7
ISTD003018,4,0.0,0.2,0.5
ISTD003018,5,0.0,0.0,0.2
ISTD01000A,1,0.0,0.9,1.1
ISTD01000A,2,0.0,0.0,0.6
ISTD01000A,3,0.0,0.6,0.7
ISTD01000A,4,0.0,0.2,0.5
ISTD01000A,5,0.0,0.0,0.2
ISTF00101V,1,0.0,0.9,1.1
ISTF00101V,2,0.0,0.0,0.6
ISTF00101V,3,0.0,0.6,0.7
ISTF00101V,4,0.0,0.2,0.5
ISTF00101V,5,0.0,0.0,0.2
ISTF00801N,1,0.0,0.9,1.1
ISTF00801N,2,0.0,0.0,0.6
ISTF00801N,3,0.0,0.6,0.7
ISTF00801N,4,0.0,0.2,0.5
ISTF00801N,5,0.0,0.0,0.2
KRMM012008,1,0.0,0.6,0.2
KRMM012008,2,0.0,0.4,0.1
KRMM012008,3,0.0,0.2,0.2
KRMM035001,1,8.7,0.6,0.2
KRMM035001,2,7.5,0.4,0.1
KRMM035001,3,1.7,0.2,0.2
KRMM80301D,1,0.0,0.6,0.2
KRMM80301D,2,0.0,0.4,0.1
KRMM80301D,3,0.0,0.2,0.2
KRMM80302E,1,0.0,0.6,0.2
KRMM80302E,2,0.0,0.4,0.1
KRMM80302E,3,0.0,0.2,0.2
KRMM804019,1,0.0,0.6,0.2
KRMM804019,2,0.0,0.4,0.1
KRMM804019,3,0.0,0.2,0.2
KRMM806011,1,0.0,0.6,0.2
KRMM806011,2,0.0,0.4,0.1
KRMM806011,3,0.0,0.2,0.2
KRMM80701R,1,0.0,0.6,0.2
KRMM80701R,2,0.0,0.4,0.1
KRMM80701R,3,0.0,0.2,0.2
KRMM80702T,1,0.0,0.6,0.2
KRMM80702T,2,0.0,0.4,0.1
KRMM80702T,3,0.0,0.2,0.2
KRMM80801L,1,0.0,0.6,0.2
KRMM80801L,2,0.0,0.4,0.1
KRMM80801L,3,0.0,0.2,0.2
KRMM80802N,1,0.0,0.6,0.2
KRMM80802N,2,0.0,0.4,0.1
KRMM80802N,3,0.0,0.2,0.2
KRMM80901C,1,0.0,0.6,0.2
KRMM80901C,2,0.0,0.4,0.1
KRMM80901C,3,0.0,0.2,0.2
KRMM81001L,1,0.0,0.6,0.2
KRMM81001L,2,0.0,0.4,0.1
KRMM81001L,3,0.0,0.2,0.2
KRMM81101C,1,0.0,0.6,0.2
KRMM81101C,2,0.0,0.4,0.1
KRMM81101C,3,0.0,0.2,0.2
KRMM812018,1,2.7,0.6,0.2
KRMM812018,2,2.4,0.4,0.1
KRMM812018,3,5.7,0.2,0.2
KRMM813014,1,0.8,0.6,0.2
KRMM813014,2,0.0,0.4,0.1
KRMM813014,3,0.0,0.2,0.2
KRMM81401X,1,0.0,0.6,0.2
KRMM81401X,2,0.0,0.4,0.1
KRMM81401X,3,0.0,0.2,0.2
KRMM81501Q,1,0.0,0.6,0.2
KRMM81501Q,2,0.0,0.4,0.1
KRMM81501Q,3,0.0,0.2,0.2
KRMM81601G,1,0.0,0.6,0.2
KRMM81601G,2,0.0,0.4,0.1
KRMM81601G,3,0.0,0.2,0.2
KRMM81701B,1,0.0,0.6,0.2
KRMM81701B,2,0.0,0.4,0.1
KRMM81701B,3,0.0,0.2,0.2
KRMM81702C,1,0.0,0.6,0.2
KRMM81702C,2,5.6,0.4,0.1
KRMM81702C,3,0.0,0.2,0.2
KRMM81703D,1,0.0,0.6,0.2
KRMM81703D,2,0.0,0.4,0.1
KRMM81703D,3,0.0,0.2,0.2
KRMM818017,1,0.0,0.6,0.2
KRMM818017,2,0.0,0.4,0.1
KRMM818017,3,0.0,0.2,0.2
KRMM819013,1,0.0,0.6,0.2
KRMM819013,2,0.0,0.4,0.1
KRMM819013,3,0.0,0.2,0.2
KRMM820017,1,0.0,0.6,0.2
KRMM820017,2,0.0,0.4,0.1
KRMM820017,3,0.0,0.2,0.2
KRMM821013,1,0.0,0.6,0.2
KRMM821013,2,0.0,0.4,0.1
KRMM821013,3,0.0,0.2,0.2
KRMM821024,1,0.0,0.6,0.2
KRMM821024,2,0.0,0.4,0.1
KRMM821024,3,0.0,0.2,0.2
KRMM821035,1,0.0,0.6,0.2
KRMM821035,2,0.0,0.4,0.1
KRMM821035,3,0.0,0.2,0.2
KRMM82201V,1,0.0,0.6,0.2
KRMM82201V,2,3.8,0.4,0.1
KRMM82201V,3,0.0,0.2,0.2
KRMM82202X,1,0.0,0.6,0.2
KRMM82202X,2,0.0,0.4,0.1
KRMM82202X,3,0.0,0.2,0.2
KRMM82301P,1,0.0,0.6,0.2
KRMM82301P,2,0.0,0.4,0.1
KRMM82301P,3,0.0,0.2,0.2
KRMM82401E,3,,,
KRMM82501A,1,0.0,0.6,0.2
KRMM82501A,2,0.0,0.4,0.1
KRMM82501A,3,0.0,0.2,0.2
KRMM826016,1,0.8,0.6,0.2
KRMM826016,2,2.7,0.4,0.1
KRMM826016,3,0.9,0.2,0.2
KRMM827012,1,2.0,0.6,0.2
KRMM827012,2,4.8,0.4,0.1
KRMM827012,3,0.0,0.2,0.2
KRMM82801T,1,0.0,0.6,0.2
KRMM82801T,2,0.0,0.4,0.1
KRMM82801T,3,0.0,0.2,0.2
KRPC010002,1,0.0,0.1,0.3
KRPC010002,2,0.0,0.1,0.1
KRPC010002,3,0.0,0.0,0.2
KRPC010002,4,0.0,0.0,0.1
KRPC010002,5,0.0,0.0,0.1
KRPC02000L,1,0.0,0.1,0.3
KRPC02000L,2,0.0,0.1,0.1
KRPC02000L,3,0.0,0.0,0.2
KRPC02000L,4,0.0,0.0,0.1
KRPC02000L,5,0.0,0.0,0.1
KRPM010006,1,0.6,0.1,0.3
KRPM010006,2,0.7,0.1,0.1
KRPM010006,3,1.2,0.0,0.2
KRPM010006,4,1.2,0.0,0.1
KRPM010006,5,0.0,0.0,0.1
KRPS010005,1,0.0,0.1,0.3
KRPS010005,2,0.0,0.1,0.1
KRPS010005,3,0.0,0.0,0.2
KRPS010005,4,0.0,0.0,0.1
KRPS010005,5,0.0,0.0,0.1
KRPS02000Q,1,0.0,0.1,0.3
KRPS02000Q,2,0.0,0.1,0.1
KRPS02000Q,3,0.0,0.0,0.2
KRPS02000Q,4,0.0,0.0,0.1
KRPS02000Q,5,0.0,0.0,0.1
KRPS02001R,1,0.0,0.1,0.3
KRPS02001R,2,0.0,0.1,0.1
KRPS02001R,3,0.0,0.0,0.2
KRPS02001R,4,0.0,0.0,0.1
KRPS02001R,5,0.0,0.0,0.1
KRPS03000A,1,0.0,0.1,0.3
KRPS03000A,2,0.0,0.1,0.1
KRPS03000A,3,0.0,0.0,0.2
KRPS03000A,4,0.0,0.0,0.1
KRPS03000A,5,0.0,0.0,0.1
KRPS040001,1,0.0,0.1,0.3
KRPS040001,2,0.0,0.1,0.1
KRPS040001,3,0.0,0.0,0.2
KRPS040001,4,0.0,0.0,0.1
KRPS040001,5,0.0,0.0,0.1
KRRA006014,1,0.0,4.7,3.1
KRRA006014,2,0.0,2.0,1.8
KRRA006014,3,0.0,1.8,1.4
KRRA006014,4,0.0,2.4,2.4
KRRA006014,5,0.0,0.6,0.7
KRRC00201Q,1,25.0,4.7,3.1
KRRC00201Q,2,18.2,2.0,1.8
KRRC00201Q,3,0.0,1.8,1.4
KRRC00201Q,4,0.0,2.4,2.4
KRRC00201Q,5,0.0,0.6,0.7
KRRC00202R,1,36.7,4.7,3.1
KRRC00202R,2,0.0,2.0,1.8
KRRC00202R,3,0.0,1.8,1.4
KRRC00202R,4,25.0,2.4,2.4
KRRC00202R,5,14.3,0.6,0.7
KRRC03000V,1,4.9,4.7,3.1
KRRC03000V,2,3.0,2.0,1.8
KRRC03000V,3,0.0,1.8,1.4
KRRC03000V,4,5.5,2.4,2.4
KRRC03000V,5,0.6,0.6,0.7
KRRH006018,1,0.0,4.7,3.1
KRRH006018,2,0.0,2.0,1.8
KRRH006018,3,0.0,1.8,1.4
KRRH006018,4,0.0,2.4,2.4
KRRH006018,5,0.0,0.6,0.7
KRRI00201C,1,23.1,4.7,3.1
KRRI00201C,2,9.7,2.0,1.8
KRRI00201C,3,0.0,1.8,1.4
KRRI00201C,4,0.0,2.4,2.4
KRRI00201C,5,0.0,0.6,0.7
KRRI00801B,1,,4.7,3.1
KRRI00801B,2,,2.0,1.8
KRRI00801B,3,,1.8,1.4
KRRI00801B,4,,2.4,2.4
KRRI00801B,5,0.0,0.6,0.7
KRRI040006,1,19.7,4.7,3.1
KRRI040006,2,0.0,2.0,1.8
KRRI040006,3,3.1,1.8,1.4
KRRI040006,4,0.9,2.4,2.4
KRRI040006,5,1.1,0.6,0.7
KRSD00701R,1,0.0,1.3,0.9
KRSD00701R,2,0.0,0.0,0.5
KRSD00701R,3,0.0,1.0,0.5
KRSD00701R,4,3.4,0.4,0.5
KRSD00701R,5,0.0,0.2,0.2
KRTA004018,1,,1.6,1.1
KRTA004018,2,,0.9,0.6
KRTA004018,3,10.0,1.0,0.7
KRTA004018,4,0.0,0.6,0.5
KRTA004018,5,0.0,0.1,0.2
KRTD00401P,1,0.0,1.6,1.1
KRTD00401P,2,0.0,0.9,0.6
KRTD00401P,3,0.0,1.0,0.7
KRTD00401P,4,0.0,0.6,0.5
KRTD00401P,5,0.0,0.1,0.2
KRTD004503,5,,,
KRTD00601A,1,0.0,1.6,1.1
KRTD00601A,2,0.0,0.9,0.6
KRTD00601A,3,0.0,1.0,0.7
KRTD00601A,4,0.0,0.6,0.5
KRTD00601A,5,0.0,0.1,0.2
KRTD010001,1,1.1,1.6,1.1
KRTD010001,2,1.9,0.9,0.6
KRTD010001,3,2.5,1.0,0.7
KRTD010001,4,2.4,0.6,0.5
KRTD010001,5,0.0,0.1,0.2
KRTF010007,1,0.0,1.6,1.1
KRTF010007,2,0.0,0.9,0.6
KRTF010007,3,0.0,1.0,0.7
KRTF010007,4,0.0,0.6,0.5
KRTF010007,5,0.0,0.1,0.2
KRTH00801Q,1,0.0,1.6,1.1
KRTH00801Q,2,0.0,0.9,0.6
KRTH00801Q,3,0.0,1.0,0.7
KRTH00801Q,4,0.0,0.6,0.5
KRTH00801Q,5,0.0,0.1,0.2
KRTL00701L,1,3.3,1.6,1.1
KRTL00701L,2,3.2,0.9,0.6
KRTL00701L,3,1.7,1.0,0.7
KRTL00701L,4,0.0,0.6,0.5
KRTL00701L,5,0.0,0.1,0.2
LCMM006009,1,0.0,0.1,0.2
LCMM006009,2,0.0,0.1,0.1
LCMM006009,3,0.0,0.1,0.2
LCMM00602B,1,0.0,0.1,0.2
LCMM00602B,2,0.0,0.1,0.1
LCMM00602B,3,0.0,0.1,0.2
LCMM00603C,1,0.0,0.1,0.2
LCMM00603C,2,0.0,0.1,0.1
LCMM00603C,3,0.0,0.1,0.2
LCMM802012,1,0.0,0.1,0.2
LCMM802012,2,0.0,0.1,0.1
LCMM802012,3,0.0,0.1,0.2
LCMM80301T,1,0.0,0.1,0.2
LCMM80301T,2,0.0,0.1,0.1
LCMM80301T,3,0.0,0.1,0.2
LCMM80401N,1,0.0,0.1,0.2
LCMM80401N,2,0.0,0.1,0.1
LCMM80401N,3,0.0,0.1,0.2
LCMM80403Q,1,0.0,0.1,0.2
LCMM80403Q,2,0.0,0.1,0.1
LCMM80403Q,3,0.0,0.1,0.2
LCMM80501D,1,0.0,0.1,0.2
LCMM80501D,2,0.0,0.1,0.1
LCMM80501D,3,0.0,0.1,0.2
LCMM80502E,1,0.0,0.1,0.2
LCMM80502E,2,0.0,0.1,0.1
LCMM80502E,3,0.0,0.1,0.2
LCMM806019,1,0.0,0.1,0.2
LCMM806019,2,0.0,0.1,0.1
LCMM806019,3,0.0,0.1,0.2
LCMM807015,1,0.0,0.1,0.2
LCMM807015,2,0.0,0.1,0.1
LCMM807015,3,0.0,0.1,0.2
LCMM808011,1,0.0,0.1,0.2
LCMM808011,2,0.0,0.1,0.1
LCMM808011,3,0.0,0.1,0.2
LCMM80901R,1,0.0,0.1,0.2
LCMM80901R,2,0.0,0.1,0.1
LCMM80901R,3,0.0,0.1,0.2
LCMM810011,1,0.0,0.1,0.2
LCMM810011,2,0.0,0.1,0.1
LCMM810011,3,0.0,0.1,0.2
LCMM810022,1,0.0,0.1,0.2
LCMM810022,2,0.0,0.1,0.1
LCMM810022,3,0.0,0.1,0.2
LCMM81101R,1,0.0,0.1,0.2
LCMM81101R,2,0.0,0.1,0.1
LCMM81101R,3,0.0,0.1,0.2
LCMM81102T,1,0.0,0.1,0.2
LCMM81102T,2,0.0,0.1,0.1
LCMM81102T,3,0.0,0.1,0.2
LCMM81201L,1,0.0,0.1,0.2
LCMM81201L,2,0.0,0.1,0.1
LCMM81201L,3,0.0,0.1,0.2
LCMM81202N,1,0.0,0.1,0.2
LCMM81202N,2,0.0,0.1,0.1
LCMM81202N,3,0.0,0.1,0.2
LCMM81203P,1,0.0,0.1,0.2
LCMM81203P,2,0.0,0.1,0.1
LCMM81203P,3,0.0,0.1,0.2
LCMM81301C,1,0.0,0.1,0.2
LCMM81301C,2,0.0,0.1,0.1
LCMM81301C,3,0.0,0.1,0.2
LCMM81302D,1,0.0,0.1,0.2
LCMM81302D,2,0.0,0.1,0.1
LCMM81302D,3,0.0,0.1,0.2
LCMM814018,1,0.0,0.1,0.2
LCMM814018,2,0.0,0.1,0.1
LCMM814018,3,0.0,0.1,0.2
LCMM815014,1,0.0,0.1,0.2
LCMM815014,2,0.0,0.1,0.1
LCMM815014,3,0.0,0.1,0.2
LCMM81601X,1,0.0,0.1,0.2
LCMM81601X,2,0.0,0.1,0.1
LCMM81601X,3,0.0,0.1,0.2
LCMM81701Q,1,0.0,0.1,0.2
LCMM81701Q,2,0.0,0.1,0.1
LCMM81701Q,3,0.0,0.1,0.2
LCMM81702R,1,0.0,0.1,0.2
LCMM81702R,2,0.0,0.1,0.1
LCMM81702R,3,0.0,0.1,0.2
LCMM81801G,1,0.0,0.1,0.2
LCMM81801G,2,0.0,0.1,0.1
LCMM81801G,3,0.0,0.1,0.2
LCMM81901B,1,0.0,0.1,0.2
LCMM81901B,2,0.0,0.1,0.1
LCMM81901B,3,0.0,0.1,0.2
LCMM82001G,1,0.0,0.1,0.2
LCMM82001G,2,0.0,0.1,0.1
LCMM82001G,3,0.0,0.1,0.2
LCMM82101B,1,0.0,0.1,0.2
LCMM82101B,2,0.0,0.1,0.1
LCMM82101B,3,0.0,0.1,0.2
LCMM822017,1,0.0,0.1,0.2
LCMM822017,2,0.0,0.1,0.1
LCMM822017,3,0.0,0.1,0.2
LCMM823013,1,0.8,0.1,0.2
LCMM823013,2,0.0,0.1,0.1
LCMM823013,3,0.0,0.1,0.2
LCMM823024,1,0.0,0.1,0.2
LCMM823024,2,0.0,0.1,0.1
LCMM823024,3,0.0,0.1,0.2
LCMM823035,1,0.0,0.1,0.2
LCMM823035,2,0.0,0.1,0.1
LCMM823035,3,0.0,0.1,0.2
LCMM823046,1,0.0,0.1,0.2
LCMM823046,2,0.0,0.1,0.1
LCMM823046,3,0.0,0.1,0.2
LCMM82401V,1,0.0,0.1,0.2
LCMM82401V,2,0.0,0.1,0.1
LCMM82401V,3,0.0,0.1,0.2
LCMM82501P,1,0.0,0.1,0.2
LCMM82501P,2,0.0,0.1,0.1
LCMM82501P,3,0.0,0.1,0.2
LCMM82601E,1,0.0,0.1,0.2
LCMM82601E,2,0.0,0.1,0.1
LCMM82601E,3,0.0,0.1,0.2
LCMM82701A,1,0.0,0.1,0.2
LCMM82701A,2,0.0,0.1,0.1
LCMM82701A,3,0.0,0.1,0.2
LCMM82702B,1,0.0,0.1,0.2
LCMM82702B,2,0.0,0.1,0.1
LCMM82702B,3,0.0,0.1,0.2
LCPC00701G,1,0.0,0.1,0.3
LCPC00701G,2,0.0,0.0,0.1
LCPC00701G,3,0.0,0.0,0.2
LCPC00701G,4,,0.1,0.1
LCPC00701G,5,,0.0,0.1
LCPC01000A,1,0.0,0.1,0.3
LCPC01000A,2,0.0,0.0,0.1
LCPC01000A,3,0.0,0.0,0.2
LCPC01000A,4,0.0,0.1,0.1
LCPC01000A,5,0.0,0.0,0.1
LCPM00601X,1,0.0,0.1,0.3
LCPM00601X,2,0.0,0.0,0.1
LCPM00601X,3,0.0,0.0,0.2
LCPM00601X,4,0.0,0.1,0.1
LCPM00601X,5,0.0,0.0,0.1
LCPS00201G,1,0.0,0.1,0.3
LCPS00201G,2,0.0,0.0,0.1
LCPS00201G,3,0.0,0.0,0.2
LCPS00201G,4,0.0,0.1,0.1
LCPS00201G,5,0.0,0.0,0.1
LCPS00801E,1,0.0,0.1,0.3
LCPS00801E,2,0.0,0.0,0.1
LCPS00801E,3,0.0,0.0,0.2
LCPS00801E,4,0.0,0.1,0.1
LCPS00801E,5,0.0,0.0,0.1
LCPS01000D,1,0.0,0.1,0.3
LCPS01000D,2,0.0,0.0,0.1
LCPS01000D,3,0.0,0.0,0.2
LCPS01000D,4,0.0,0.1,0.1
LCPS01000D,5,0.0,0.0,0.1
LCPS020004,1,0.0,0.1,0.3
LCPS020004,2,0.0,0.0,0.1
LCPS020004,3,0.0,0.0,0.2
LCPS020004,4,0.0,0.1,0.1
LCPS020004,5,0.0,0.0,0.1
LCRC008013,1,0.0,1.1,3.1
LCRC008013,2,,0.8,1.8
LCRC008013,3,,0.7,1.4
LCRC008013,4,,1.4,2.4
LCRC008013,5,,0.4,0.7
