cod_scuola,anno_corso,scuola,regione,nazionale
CHTD02000A,5,1.5,0.4,0.2
CHTD030001,1,0.0,0.6,1.1
CHTD030001,2,0.0,0.3,0.6
CHTD030001,3,0.0,1.4,0.7
CHTD030001,4,0.0,0.5,0.5
CHTD030001,5,0.0,0.4,0.2
CHTD04000G,1,0.0,0.6,1.1
CHTD04000G,2,0.0,0.3,0.6
CHTD04000G,3,0.0,1.4,0.7
CHTD04000G,4,0.0,0.5,0.5
CHTD04000G,5,0.0,0.4,0.2
CHTD07000B,1,0.0,0.6,1.1
CHTD07000B,2,0.0,0.3,0.6
CHTD07000B,3,0.0,1.4,0.7
CHTD07000B,4,0.0,0.5,0.5
CHTD07000B,5,0.0,0.4,0.2
CHTD07002D,1,0.0,0.6,1.1
CHTD07002D,2,0.0,0.3,0.6
CHTD07002D,3,0.0,1.4,0.7
CHTD07002D,4,0.0,0.5,0.5
CHTD07002D,5,0.0,0.4,0.2
CHTD09000L,1,0.0,0.6,1.1
CHTD09000L,2,0.0,0.3,0.6
CHTD09000L,3,0.0,1.4,0.7
CHTD09000L,4,0.0,0.5,0.5
CHTD09000L,5,0.0,0.4,0.2
CHTD100002,1,0.0,0.6,1.1
CHTD100002,2,0.0,0.3,0.6
CHTD100002,3,0.0,1.4,0.7
CHTD100002,4,0.0,0.5,0.5
CHTD100002,5,0.0,0.4,0.2
CHTF010002,1,0.0,0.6,1.1
CHTF010002,2,0.0,0.3,0.6
CHTF010002,3,0.0,1.4,0.7
CHTF010002,4,0.0,0.5,0.5
CHTF010002,5,0.0,0.4,0.2
CHTF02000L,1,0.8,0.6,1.1
CHTF02000L,2,0.0,0.3,0.6
CHTF02000L,3,0.0,1.4,0.7
CHTF02000L,4,0.0,0.5,0.5
CHTF02000L,5,0.0,0.4,0.2
CHTF030007,1,0.0,0.6,1.1
CHTF030007,2,0.0,0.3,0.6
CHTF030007,3,0.0,1.4,0.7
CHTF030007,4,0.9,0.5,0.5
CHTF030007,5,0.0,0.4,0.2
CHTH01000D,1,0.0,0.6,1.1
CHTH01000D,2,0.0,0.3,0.6
CHTH01000D,3,0.0,1.4,0.7
CHTH01000D,4,0.0,0.5,0.5
CHTH01000D,5,0.0,0.4,0.2
CLMM002001,1,2.4,0.4,0.2
CLMM002001,2,0.6,0.4,0.1
CLMM002001,3,0.5,0.4,0.2
CLMM00500C,1,0.0,0.4,0.2
CLMM00500C,2,0.0,0.4,0.1
CLMM00500C,3,0.0,0.4,0.2
CLMM007004,1,0.9,0.4,0.2
CLMM007004,2,2.0,0.4,0.1
CLMM007004,3,2.4,0.4,0.2
CLMM01100Q,1,0.6,0.4,0.2
CLMM01100Q,2,0.6,0.4,0.1
CLMM01100Q,3,0.8,0.4,0.2
CLMM01200G,1,2.0,0.4,0.2
CLMM01200G,2,1.1,0.4,0.1
CLMM01200G,3,0.5,0.4,0.2
CLMM014007,1,0.0,0.4,0.2
CLMM014007,2,0.0,0.4,0.1
CLMM014007,3,0.0,0.4,0.2
CLMM015003,1,0.0,0.4,0.2
CLMM015003,2,0.5,0.4,0.1
CLMM015003,3,0.5,0.4,0.2
CLMM023002,1,0.0,0.4,0.2
CLMM023002,2,0.0,0.4,0.1
CLMM023002,3,0.0,0.4,0.2
CLMM02400T,1,0.5,0.4,0.2
CLMM02400T,2,0.0,0.4,0.1
CLMM02400T,3,1.1,0.4,0.2
CLMM029001,1,0.0,0.4,0.2
CLMM029001,2,0.0,0.4,0.1
CLMM029001,3,0.0,0.4,0.2
CLMM80301R,1,0.0,0.4,0.2
CLMM80301R,2,0.0,0.4,0.1
CLMM80301R,3,0.0,0.4,0.2
CLMM80302T,1,0.0,0.4,0.2
CLMM80302T,2,0.0,0.4,0.1
CLMM80302T,3,0.0,0.4,0.2
CLMM80401L,1,0.0,0.4,0.2
CLMM80401L,2,0.0,0.4,0.1
CLMM80401L,3,0.0,0.4,0.2
CLMM80402N,1,0.0,0.4,0.2
CLMM80402N,2,0.0,0.4,0.1
CLMM80402N,3,0.0,0.4,0.2
CLMM80501C,1,0.0,0.4,0.2
CLMM80501C,2,0.0,0.4,0.1
CLMM80501C,3,0.0,0.4,0.2
CLMM806018,1,0.0,0.4,0.2
CLMM806018,2,0.0,0.4,0.1
CLMM806018,3,0.0,0.4,0.2
CLMM806029,1,0.0,0.4,0.2
CLMM806029,2,0.0,0.4,0.1
CLMM806029,3,0.0,0.4,0.2
CLMM807014,1,3.0,0.4,0.2
CLMM807014,2,2.0,0.4,0.1
CLMM807014,3,1.4,0.4,0.2
CLMM80801X,1,0.0,0.4,0.2
CLMM80801X,2,0.0,0.4,0.1
CLMM80801X,3,0.0,0.4,0.2
CLMM808021,1,0.0,0.4,0.2
CLMM808021,2,0.0,0.4,0.1
CLMM808021,3,0.0,0.4,0.2
CLMM80901Q,1,0.0,0.4,0.2
CLMM80901Q,2,3.4,0.4,0.1
CLMM80901Q,3,0.8,0.4,0.2
CLMM81001X,1,0.0,0.4,0.2
CLMM81001X,2,0.0,0.4,0.1
CLMM81001X,3,0.5,0.4,0.2
CLMM81101Q,1,0.0,0.4,0.2
CLMM81101Q,2,0.0,0.4,0.1
CLMM81101Q,3,0.0,0.4,0.2
CLMM81201G,1,2.3,0.4,0.2
CLMM81201G,2,0.0,0.4,0.1
CLMM81201G,3,0.0,0.4,0.2
CLMM81301B,1,0.0,0.4,0.2
CLMM81301B,2,0.0,0.4,0.1
CLMM81301B,3,0.0,0.4,0.2
CLMM814017,1,0.0,0.4,0.2
CLMM814017,2,0.0,0.4,0.1
CLMM814017,3,0.0,0.4,0.2
CLMM815013,1,0.0,0.4,0.2
CLMM815013,2,0.0,0.4,0.1
CLMM815013,3,0.0,0.4,0.2
CLMM81601V,1,0.0,0.4,0.2
CLMM81601V,2,0.0,0.4,0.1
CLMM81601V,3,0.0,0.4,0.2
CLMM81701P,1,3.0,0.4,0.2
CLMM81701P,2,1.4,0.4,0.1
CLMM81701P,3,0.0,0.4,0.2
CLMM81801E,1,0.0,0.4,0.2
CLMM81801E,2,0.0,0.4,0.1
CLMM81801E,3,0.0,0.4,0.2
CLMM81901A,1,0.0,0.4,0.2
CLMM81901A,2,0.0,0.4,0.1
CLMM81901A,3,0.0,0.4,0.2
CLMM81902B,1,0.0,0.4,0.2
CLMM81902B,2,,0.4,0.1
CLMM81902B,3,0.0,0.4,0.2
CLMM82001E,1,0.0,0.4,0.2
CLMM82001E,2,0.0,0.4,0.1
CLMM82001E,3,0.0,0.4,0.2
CLPC00101G,1,0.0,1.1,0.3
CLPC00101G,2,0.0,0.4,0.1
CLPC00101G,3,0.0,0.4,0.2
CLPC00101G,4,0.0,0.3,0.1
CLPC00101G,5,0.0,0.2,0.1
CLPC00701E,1,0.0,1.1,0.3
CLPC00701E,2,0.0,0.4,0.1
CLPC00701E,3,0.0,0.4,0.2
CLPC00701E,4,0.0,0.3,0.1
CLPC00701E,5,0.0,0.2,0.1
CLPC00801A,1,0.0,1.1,0.3
CLPC00801A,2,0.0,0.4,0.1
CLPC00801A,3,0.0,0.4,0.2
CLPC00801A,4,0.0,0.3,0.1
CLPC00801A,5,0.0,0.2,0.1
CLPC02000X,1,0.0,1.1,0.3
CLPC02000X,2,0.0,0.4,0.1
CLPC02000X,3,0.0,0.4,0.2
CLPC02000X,4,0.0,0.3,0.1
CLPC02000X,5,0.0,0.2,0.1
CLPM00101Q,1,0.0,1.1,0.3
CLPM00101Q,2,0.0,0.4,0.1
CLPM00101Q,3,0.0,0.4,0.2
CLPM00101Q,4,0.0,0.3,0.1
CLPM00101Q,5,0.0,0.2,0.1
CLPM01000D,1,2.6,1.1,0.3
CLPM01000D,2,4.8,0.4,0.1
CLPM01000D,3,2.0,0.4,0.2
CLPM01000D,4,0.0,0.3,0.1
CLPM01000D,5,0.0,0.2,0.1
CLPS00201E,1,0.0,1.1,0.3
CLPS00201E,2,0.0,0.4,0.1
CLPS00201E,3,0.0,0.4,0.2
CLPS00201E,4,0.0,0.3,0.1
CLPS00201E,5,0.0,0.2,0.1
CLPS004016,1,0.0,1.1,0.3
CLPS004016,2,0.0,0.4,0.1
CLPS004016,3,0.0,0.4,0.2
CLPS004016,4,0.0,0.3,0.1
CLPS004016,5,0.0,0.2,0.1
CLPS00801D,1,0.0,1.1,0.3
CLPS00801D,2,0.0,0.4,0.1
CLPS00801D,3,0.0,0.4,0.2
CLPS00801D,4,0.0,0.3,0.1
CLPS00801D,5,0.0,0.2,0.1
CLPS01000C,1,0.0,1.1,0.3
CLPS01000C,2,0.0,0.4,0.1
CLPS01000C,3,0.0,0.4,0.2
CLPS01000C,4,0.0,0.3,0.1
CLPS01000C,5,0.0,0.2,0.1
CLPS03000N,1,0.0,1.1,0.3
CLPS03000N,2,0.0,0.4,0.1
CLPS03000N,3,0.0,0.4,0.2
CLPS03000N,4,0.0,0.3,0.1
CLPS03000N,5,0.0,0.2,0.1
CLRA002014,1,8.8,6.2,3.1
CLRA002014,2,11.4,3.3,1.8
CLRA002014,3,0.0,2.7,1.4
CLRA002014,4,,3.0,2.4
CLRA002014,5,,1.3,0.7
CLRA008013,1,0.0,6.2,3.1
CLRA008013,2,0.0,3.3,1.8
CLRA008013,3,0.0,2.7,1.4
CLRA008013,4,0.0,3.0,2.4
CLRA008013,5,0.0,1.3,0.7
CLRA00901V,1,0.0,6.2,3.1
CLRA00901V,2,0.0,3.3,1.8
CLRA00901V,3,0.0,2.7,1.4
CLRA00901V,4,0.0,3.0,2.4
CLRA00901V,5,0.0,1.3,0.7
CLRA00902X,1,0.0,6.2,3.1
CLRA00902X,2,0.0,3.3,1.8
CLRA00902X,3,0.0,2.7,1.4
CLRA00902X,4,0.0,3.0,2.4
CLRA00902X,5,0.0,1.3,0.7
CLRH003014,1,0.0,6.2,3.1
CLRH003014,2,0.0,3.3,1.8
CLRH003014,3,0.0,2.7,1.4
CLRH003014,4,0.0,3.0,2.4
CLRH003014,5,0.0,1.3,0.7
CLRH009013,1,0.0,6.2,3.1
CLRH009013,2,0.0,3.3,1.8
CLRH009013,3,0.0,2.7,1.4
CLRH009013,4,0.0,3.0,2.4
CLRH009013,5,0.0,1.3,0.7
CLRI00401B,1,0.0,6.2,3.1
CLRI00401B,2,0.0,3.3,1.8
CLRI00401B,3,0.0,2.7,1.4
CLRI00401B,4,0.0,3.0,2.4
CLRI00401B,5,0.0,1.3,0.7
CLRI00402C,1,0.0,6.2,3.1
CLRI00402C,2,0.0,3.3,1.8
CLRI00402C,3,0.0,2.7,1.4
CLRI00402C,4,,3.0,2.4
CLRI00402C,5,0.0,1.3,0.7
CLRI006013,1,0.0,6.2,3.1
CLRI006013,2,0.0,3.3,1.8
CLRI006013,3,0.0,2.7,1.4
CLRI006013,4,0.0,3.0,2.4
CLRI006013,5,0.0,1.3,0.7
CLRI01000N,1,33.2,6.2,3.1
CLRI01000N,2,9.6,3.3,1.8
CLRI01000N,3,0.0,2.7,1.4
CLRI01000N,4,24.0,3.0,2.4
CLRI01000N,5,0.0,1.3,0.7
CLRI01001P,1,12.0,6.2,3.1
CLRI01001P,2,,3.3,1.8
CLRI01001P,3,0.0,2.7,1.4
CLRI01001P,4,33.3,3.0,2.4
CLRI01001P,5,0.0,1.3,0.7
CLRI03000V,1,0.0,6.2,3.1
CLRI03000V,2,0.0,3.3,1.8
CLRI03000V,3,0.0,2.7,1.4
CLRI03000V,4,0.0,3.0,2.4
CLRI03000V,5,0.0,1.3,0.7
CLSD01000V,1,0.0,2.6,0.9
CLSD01000V,2,0.0,1.4,0.5
CLSD01000V,3,0.0,1.5,0.5
CLSD01000V,4,0.0,1.6,0.5
CLSD01000V,5,0.0,0.4,0.2
CLTA00901P,1,0.0,2.5,1.1
CLTA00901P,2,0.0,1.1,0.6
CLTA00901P,3,0.0,1.4,0.7
CLTA00901P,4,0.0,0.9,0.5
CLTA00901P,5,0.0,0.3,0.2
CLTD00201A,1,0.0,2.5,1.1
CLTD00201A,2,8.3,1.1,0.6
CLTD00201A,3,0.0,1.4,0.7
CLTD00201A,4,0.0,0.9,0.5
CLTD00201A,5,0.0,0.3,0.2
CLTD003016,1,0.0,2.5,1.1
CLTD003016,2,0.0,1.1,0.6
CLTD003016,3,0.0,1.4,0.7
CLTD003016,4,0.0,0.9,0.5
CLTD003016,5,0.0,0.3,0.2
CLTD00701D,1,0.0,2.5,1.1
CLTD00701D,2,0.0,1.1,0.6
CLTD00701D,3,0.0,1.4,0.7
CLTD00701D,4,0.0,0.9,0.5
CLTD00701D,5,0.0,0.3,0.2
CLTD03000D,1,10.9,2.5,1.1
CLTD03000D,2,3.0,1.1,0.6
CLTD03000D,3,4.7,1.4,0.7
CLTD03000D,4,1.8,0.9,0.5
CLTD03000D,5,0.0,0.3,0.2
CLTD03050V,5,,,
CLTD090005,1,0.0,2.5,1.1
CLTD090005,2,0.0,1.1,0.6
CLTD090005,3,0.0,1.4,0.7
CLTD090005,4,0.0,0.9,0.5
CLTD090005,5,0.0,0.3,0.2
CLTE01000Q,1,0.0,2.5,1.1
CLTE01000Q,2,0.0,1.1,0.6
CLTE01000Q,3,0.0,1.4,0.7
CLTE01000Q,4,0.0,0.9,0.5
CLTE01000Q,5,0.0,0.3,0.2
CLTF01000E,1,2.0,2.5,1.1
CLTF01000E,2,3.3,1.1,0.6
CLTF01000E,3,0.0,1.4,0.7
CLTF01000E,4,0.0,0.9,0.5
CLTF01000E,5,1.9,0.3,0.2
CLTF020005,1,2.8,2.5,1.1
CLTF020005,2,0.0,1.1,0.6
CLTF020005,3,0.0,1.4,0.7
CLTF020005,4,0.0,0.9,0.5
CLTF020005,5,0.0,0.3,0.2
CLTL006014,1,0.0,2.5,1.1
CLTL006014,2,0.0,1.1,0.6
CLTL006014,3,0.0,1.4,0.7
CLTL006014,4,0.0,0.9,0.5
CLTL006014,5,0.0,0.3,0.2
CLTN003014,1,0.0,2.5,1.1
CLTN003014,2,0.0,1.1,0.6
CLTN003014,3,0.0,1.4,0.7
CLTN003014,4,,0.9,0.5
CLTN003014,5,0.0,0.3,0.2
CNMM146006,1,0.0,0.1,0.2
CNMM146006,2,0.0,0.1,0.1
CNMM146006,3,0.0,0.1,0.2
CNMM147002,1,0.0,0.1,0.2
CNMM147002,2,0.5,0.1,0.1
CNMM147002,3,0.0,0.1,0.2
CNMM147013,1,0.0,0.1,0.2
CNMM147013,2,0.0,0.1,0.1
CNMM147013,3,0.0,0.1,0.2
CNMM14800T,1,0.0,0.1,0.2
CNMM14800T,2,0.0,0.1,0.1
CNMM14800T,3,0.0,0.1,0.2
CNMM14801V,1,0.0,0.1,0.2
CNMM14801V,2,0.0,0.1,0.1
CNMM14801V,3,0.0,0.1,0.2
CNMM14802X,1,0.0,0.1,0.2
CNMM14802X,2,0.0,0.1,0.1
CNMM14802X,3,0.0,0.1,0.2
CNMM14900N,1,0.0,0.1,0.2
CNMM14900N,2,0.4,0.1,0.1
CNMM14900N,3,0.0,0.1,0.2
CNMM14901P,1,0.0,0.1,0.2
CNMM14901P,2,0.0,0.1,0.1
CNMM14901P,3,0.0,0.1,0.2
CNMM15000T,1,0.0,0.1,0.2
CNMM15000T,2,0.0,0.1,0.1
CNMM15000T,3,0.0,0.1,0.2
CNMM153009,1,0.0,0.1,0.2
CNMM153009,2,0.0,0.1,0.1
CNMM153009,3,0.0,0.1,0.2
CNMM15302B,1,0.0,0.1,0.2
CNMM15302B,2,0.0,0.1,0.1
CNMM15302B,3,0.0,0.1,0.2
CNMM154005,1,0.0,0.1,0.2
CNMM154005,2,0.0,0.1,0.1
CNMM154005,3,0.0,0.1,0.2
CNMM154016,1,0.0,0.1,0.2
CNMM154016,2,0.0,0.1,0.1
CNMM154016,3,0.0,0.1,0.2
CNMM15700L,1,0.0,0.1,0.2
CNMM15700L,2,0.0,0.1,0.1
CNMM15700L,3,0.0,0.1,0.2
CNMM80201G,1,0.0,0.1,0.2
CNMM80201G,2,0.0,0.1,0.1
CNMM80201G,3,0.0,0.1,0.2
CNMM80202L,1,0.0,0.1,0.2
CNMM80202L,2,0.0,0.1,0.1
CNMM80202L,3,0.0,0.1,0.2
CNMM80203N,1,0.0,0.1,0.2
CNMM80203N,2,0.0,0.1,0.1
CNMM80203N,3,0.0,0.1,0.2
CNMM80301B,1,0.0,0.1,0.2
CNMM80301B,2,0.0,0.1,0.1
CNMM80301B,3,0.0,0.1,0.2
CNMM804017,1,0.0,0.1,0.2
CNMM804017,2,0.0,0.1,0.1
CNMM804017,3,0.0,0.1,0.2
CNMM805013,1,0.0,0.1,0.2
CNMM805013,2,0.0,0.1,0.1
CNMM805013,3,0.0,0.1,0.2
CNMM80601V,1,0.0,0.1,0.2
CNMM80601V,2,0.0,0.1,0.1
CNMM80601V,3,0.0,0.1,0.2
CNMM80701P,1,0.0,0.1,0.2
CNMM80701P,2,0.0,0.1,0.1
CNMM80701P,3,0.0,0.1,0.2
CNMM80702Q,1,0.0,0.1,0.2
CNMM80702Q,2,0.0,0.1,0.1
CNMM80702Q,3,0.0,0.1,0.2
CNMM80703R,1,0.0,0.1,0.2
CNMM80703R,2,0.0,0.1,0.1
CNMM80703R,3,0.0,0.1,0.2
CNMM80801E,1,0.0,0.1,0.2
CNMM80801E,2,0.0,0.1,0.1
CNMM80801E,3,0.0,0.1,0.2
CNMM80802G,1,0.0,0.1,0.2
CNMM80802G,2,0.0,0.1,0.1
CNMM80802G,3,0.0,0.1,0.2
CNMM80901A,1,0.0,0.1,0.2
CNMM80901A,2,0.0,0.1,0.1
CNMM80901A,3,0.7,0.1,0.2
CNMM81001E,1,0.0,0.1,0.2
CNMM81001E,2,0.0,0.1,0.1
CNMM81001E,3,0.0,0.1,0.2
CNMM81002G,1,3.0,0.1,0.2
CNMM81002G,2,0.0,0.1,0.1
CNMM81002G,3,0.0,0.1,0.2
CNMM81003L,1,0.0,0.1,0.2
CNMM81003L,2,0.0,0.1,0.1
CNMM81003L,3,0.0,0.1,0.2
CNMM81101A,1,0.0,0.1,0.2
CNMM81101A,2,0.0,0.1,0.1
CNMM81101A,3,0.0,0.1,0.2
CNMM81102B,1,0.0,0.1,0.2
CNMM81102B,2,0.0,0.1,0.1
CNMM81102B,3,0.0,0.1,0.2
CNMM81103C,1,0.0,0.1,0.2
CNMM81103C,2,0.0,0.1,0.1
CNMM81103C,3,0.0,0.1,0.2
CNMM812016,1,0.0,0.1,0.2
CNMM812016,2,0.0,0.1,0.1
CNMM812016,3,0.0,0.1,0.2
CNMM813012,1,0.0,0.1,0.2
CNMM813012,2,0.0,0.1,0.1
CNMM813012,3,0.0,0.1,0.2
CNMM813023,1,0.0,0.1,0.2
CNMM813023,2,0.0,0.1,0.1
CNMM813023,3,0.0,0.1,0.2
CNMM81401T,1,0.0,0.1,0.2
CNMM81401T,2,0.0,0.1,0.1
CNMM81401T,3,0.0,0.1,0.2
CNMM81402V,1,0.0,0.1,0.2
CNMM81402V,2,0.0,0.1,0.1
CNMM81402V,3,0.0,0.1,0.2
CNMM81403X,1,0.0,0.1,0.2
CNMM81403X,2,0.0,0.1,0.1
CNMM81403X,3,0.0,0.1,0.2
CNMM81501N,1,5.6,0.1,0.2
CNMM81501N,2,0.0,0.1,0.1
CNMM81501N,3,0.0,0.1,0.2
CNMM81502P,1,0.0,0.1,0.2
CNMM81502P,2,0.0,0.1,0.1
CNMM81502P,3,0.0,0.1,0.2
CNMM81601D,1,0.0,0.1,0.2
CNMM81601D,2,0.0,0.1,0.1
CNMM81601D,3,0.0,0.1,0.2
CNMM817019,1,0.0,0.1,0.2
CNMM817019,2,0.0,0.1,0.1
CNMM817019,3,0.0,0.1,0.2
CNMM81702A,1,0.0,0.1,0.2
CNMM81702A,2,0.0,0.1,0.1
CNMM81702A,3,0.0,0.1,0.2
CNMM81703B,1,0.0,0.1,0.2
CNMM81703B,2,0.0,0.1,0.1
CNMM81703B,3,0.0,0.1,0.2
CNMM818015,1,0.0,0.1,0.2
CNMM818015,2,0.0,0.1,0.1
CNMM818015,3,0.0,0.1,0.2
CNMM818026,1,0.0,0.1,0.2
CNMM818026,2,0.0,0.1,0.1
CNMM818026,3,0.0,0.1,0.2
CNMM819011,1,0.0,0.1,0.2
CNMM819011,2,0.0,0.1,0.1
CNMM819011,3,0.0,0.1,0.2
CNMM819022,1,0.0,0.1,0.2
CNMM819022,2,0.0,0.1,0.1
CNMM819022,3,0.0,0.1,0.2
CNMM819033,1,0.0,0.1,0.2
CNMM819033,2,0.0,0.1,0.1
CNMM819033,3,0.0,0.1,0.2
CNMM820015,1,0.0,0.1,0.2
CNMM820015,2,0.0,0.1,0.1
CNMM820015,3,0.0,0.1,0.2
CNMM820026,1,0.0,0.1,0.2
CNMM820026,2,0.0,0.1,0.1
CNMM820026,3,0.0,0.1,0.2
CNMM821011,1,0.0,0.1,0.2
CNMM821011,2,0.0,0.1,0.1
CNMM821011,3,0.0,0.1,0.2
CNMM82201R,1,0.0,0.1,0.2
CNMM82201R,2,0.0,0.1,0.1
CNMM82201R,3,0.0,0.1,0.2
CNMM82202T,1,0.0,0.1,0.2
CNMM82202T,2,0.0,0.1,0.1
CNMM82202T,3,0.0,0.1,0.2
CNMM82301L,1,0.0,0.1,0.2
CNMM82301L,2,0.0,0.1,0.1
CNMM82301L,3,0.0,0.1,0.2
CNMM82302N,1,0.0,0.1,0.2
CNMM82302N,2,0.0,0.1,0.1
CNMM82302N,3,0.0,0.1,0.2
CNMM82401C,1,0.0,0.1,0.2
CNMM82401C,2,0.0,0.1,0.1
CNMM82401C,3,0.0,0.1,0.2
CNMM825018,1,0.0,0.1,0.2
CNMM825018,2,0.0,0.1,0.1
CNMM825018,3,0.0,0.1,0.2
CNMM825029,1,0.0,0.1,0.2
CNMM825029,2,0.0,0.1,0.1
CNMM825029,3,0.0,0.1,0.2
CNMM826014,1,0.0,0.1,0.2
CNMM826014,2,0.0,0.1,0.1
CNMM826014,3,0.0,0.1,0.2
CNMM826025,1,0.0,0.1,0.2
CNMM826025,2,0.0,0.1,0.1
CNMM826025,3,0.0,0.1,0.2
CNMM826036,1,0.0,0.1,0.2
CNMM826036,2,0.0,0.1,0.1
CNMM826036,3,0.0,0.1,0.2
CNMM82701X,1,0.0,0.1,0.2
CNMM82701X,2,0.0,0.1,0.1
CNMM82701X,3,0.0,0.1,0.2
CNMM82801Q,1,0.0,0.1,0.2
CNMM82801Q,2,0.0,0.1,0.1
CNMM82801Q,3,0.0,0.1,0.2
CNMM82802R,1,0.0,0.1,0.2
CNMM82802R,2,0.0,0.1,0.1
CNMM82802R,3,0.0,0.1,0.2
CNMM83001Q,1,0.0,0.1,0.2
CNMM83001Q,2,0.0,0.1,0.1
CNMM83001Q,3,1.2,0.1,0.2
CNMM83002R,1,0.0,0.1,0.2
CNMM83002R,2,0.0,0.1,0.1
CNMM83002R,3,0.0,0.1,0.2
CNMM83101G,1,0.0,0.1,0.2
CNMM83101G,2,0.0,0.1,0.1
CNMM83101G,3,0.0,0.1,0.2
CNMM83102L,1,0.0,0.1,0.2
CNMM83102L,2,0.0,0.1,0.1
CNMM83102L,3,0.0,0.1,0.2
CNMM83201B,1,0.0,0.1,0.2
CNMM83201B,2,0.0,0.1,0.1
CNMM83201B,3,0.0,0.1,0.2
CNMM833017,1,0.0,0.1,0.2
CNMM833017,2,0.0,0.1,0.1
CNMM833017,3,0.0,0.1,0.2
CNMM834013,1,0.0,0.1,0.2
CNMM834013,2,0.0,0.1,0.1
CNMM834013,3,0.0,0.1,0.2
CNMM83501V,1,0.0,0.1,0.2
CNMM83501V,2,0.0,0.1,0.1
CNMM83501V,3,0.0,0.1,0.2
CNMM83601P,1,0.0,0.1,0.2
CNMM83601P,2,0.0,0.1,0.1
CNMM83601P,3,0.0,0.1,0.2
CNMM83602Q,1,0.0,0.1,0.2
CNMM83602Q,2,0.0,0.1,0.1
CNMM83602Q,3,0.0,0.1,0.2
CNMM83603R,1,0.0,0.1,0.2
CNMM83603R,2,0.0,0.1,0.1
CNMM83603R,3,0.0,0.1,0.2
CNMM83701E,1,0.0,0.1,0.2
CNMM83701E,2,0.0,0.1,0.1
CNMM83701E,3,0.0,0.1,0.2
CNMM83702G,1,0.0,0.1,0.2
CNMM83702G,2,0.0,0.1,0.1
CNMM83702G,3,0.0,0.1,0.2
CNMM83801A,1,0.0,0.1,0.2
CNMM83801A,2,0.0,0.1,0.1
CNMM83801A,3,0.0,0.1,0.2
CNMM839016,1,0.0,0.1,0.2
CNMM839016,2,0.0,0.1,0.1
CNMM839016,3,0.0,0.1,0.2
CNMM84001A,1,0.0,0.1,0.2
CNMM84001A,2,0.0,0.1,0.1
CNMM84001A,3,0.0,0.1,0.2
CNMM841016,1,0.0,0.1,0.2
CNMM841016,2,0.0,0.1,0.1
CNMM841016,3,0.0,0.1,0.2
CNMM842012,1,0.0,0.1,0.2
CNMM842012,2,0.0,0.1,0.1
CNMM842012,3,0.0,0.1,0.2
CNMM84301T,1,0.0,0.1,0.2
CNMM84301T,2,0.0,0.1,0.1
CNMM84301T,3,0.0,0.1,0.2
CNMM84401N,1,0.0,0.1,0.2
CNMM84401N,2,0.0,0.1,0.1
CNMM84401N,3,0.0,0.1,0.2
CNMM84501D,1,0.0,0.1,0.2
CNMM84501D,2,0.0,0.1,0.1
CNMM84501D,3,0.0,0.1,0.2
CNMM846019,1,0.0,0.1,0.2
CNMM846019,2,0.0,0.1,0.1
CNMM846019,3,0.0,0.1,0.2
CNMM84602A,1,0.0,0.1,0.2
CNMM84602A,2,0.0,0.1,0.1
CNMM84602A,3,0.0,0.1,0.2
CNMM847015,1,0.0,0.1,0.2
CNMM847015,2,0.0,0.1,0.1
CNMM847015,3,0.0,0.1,0.2
CNMM848011,1,0.0,0.1,0.2
CNMM848011,2,0.0,0.1,0.1
CNMM848011,3,0.0,0.1,0.2
CNMM84901R,1,0.0,0.1,0.2
CNMM84901R,2,0.0,0.1,0.1
CNMM84901R,3,0.0,0.1,0.2
CNMM850011,1,0.0,0.1,0.2
CNMM850011,2,0.0,0.1,0.1
CNMM850011,3,0.0,0.1,0.2
CNPC001016,1,0.0,0.0,0.3
CNPC001016,2,0.0,0.0,0.1
CNPC001016,3,0.0,0.0,0.2
CNPC001016,4,0.0,0.0,0.1
CNPC001016,5,0.0,0.0,0.1
CNPC007015,1,0.0,0.0,0.3
CNPC007015,2,0.0,0.0,0.1
CNPC007015,3,0.0,0.0,0.2
CNPC007015,4,0.0,0.0,0.1
CNPC007015,5,0.0,0.0,0.1
CNPC022017,1,0.0,0.0,0.3
CNPC022017,2,0.0,0.0,0.1
CNPC022017,3,0.0,0.0,0.2
CNPC022017,4,0.0,0.0,0.1
CNPC022017,5,0.0,0.0,0.1
CNPC030005,1,0.0,0.0,0.3
CNPC030005,2,0.0,0.0,0.1
CNPC030005,3,0.0,0.0,0.2
CNPC030005,4,0.0,0.0,0.1
CNPC030005,5,0.0,0.0,0.1
CNPC060001,1,0.0,0.0,0.3
CNPC060001,2,0.0,0.0,0.1
CNPC060001,3,0.0,0.0,0.2
CNPC060001,4,0.0,0.0,0.1
CNPC060001,5,0.0,0.0,0.1
CNPM00101A,1,0.0,0.0,0.3
CNPM00101A,2,0.0,0.0,0.1
CNPM00101A,3,0.0,0.0,0.2
CNPM00101A,4,0.0,0.0,0.1
CNPM00101A,5,0.0,0.0,0.1
CNPM010004,1,0.4,0.0,0.3
CNPM010004,2,0.0,0.0,0.1
CNPM010004,3,0.0,0.0,0.2
CNPM010004,4,0.0,0.0,0.1
CNPM010004,5,0.0,0.0,0.1
CNPM010015,1,0.0,0.0,0.3
CNPM010015,2,0.0,0.0,0.1
CNPM010015,3,0.0,0.0,0.2
CNPM010015,4,0.0,0.0,0.1
CNPM010015,5,0.0,0.0,0.1
CNPM02101G,1,0.0,0.0,0.3
